"iso3c","short_name","type","value","label","axis","year_lab"
"TKM","Turkmenistan","svy_bizz",,"Business/establishment survey","value",
"TKM","Turkmenistan","svy_hous",2003,"Household Survey on income/consumption/etc.","value","2003"
"TKM","Turkmenistan","svy_labr",,"Labor Force Survey","value",
"TCA","Turks and Caicos Islands","cen_popu",,"Population & Housing census","value",
"TCA","Turks and Caicos Islands","svy_hlth",2019,"Health/Demographic survey","value","2019"
"TCA","Turks and Caicos Islands","cen_agri",,"Agriculture census","value",
"TCA","Turks and Caicos Islands","svy_agri",,"Agriculture survey","value",
"TCA","Turks and Caicos Islands","cen_bizz",,"Business/establishment census","value",
"TCA","Turks and Caicos Islands","svy_bizz",,"Business/establishment survey","value",
"TCA","Turks and Caicos Islands","svy_hous",,"Household Survey on income/consumption/etc.","value",
"TCA","Turks and Caicos Islands","svy_labr",,"Labor Force Survey","value",
"TUV","Tuvalu","cen_popu",2017,"Population & Housing census","value","2017"
"TUV","Tuvalu","svy_hlth",2019,"Health/Demographic survey","value","2019"
"TUV","Tuvalu","cen_agri",2017,"Agriculture census","value","2017"
"TUV","Tuvalu","svy_agri",,"Agriculture survey","value",
"TUV","Tuvalu","cen_bizz",,"Business/establishment census","value",
"TUV","Tuvalu","svy_bizz",,"Business/establishment survey","value",
"TUV","Tuvalu","svy_hous",2010,"Household Survey on income/consumption/etc.","value","2010"
"TUV","Tuvalu","svy_labr",,"Labor Force Survey","value",
"TUR","Türkiye","cen_popu",2021,"Population & Housing census","value","2021"
"TUR","Türkiye","svy_hlth",2019,"Health/Demographic survey","value","2019"
"TUR","Türkiye","cen_agri",2001,"Agriculture census","value","2001"
"TUR","Türkiye","svy_agri",2016,"Agriculture survey","value","2016"
"TUR","Türkiye","cen_bizz",,"Business/establishment census","value",
"TUR","Türkiye","svy_bizz",2016,"Business/establishment survey","value","2016"
"TUR","Türkiye","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"TUR","Türkiye","svy_labr",2023,"Labor Force Survey","value","2023"
"UGA","Uganda","cen_popu",2014,"Population & Housing census","value","2014"
"UGA","Uganda","svy_hlth",2016,"Health/Demographic survey","value","2016"
"UGA","Uganda","cen_agri",2008,"Agriculture census","value","2008"
"UGA","Uganda","svy_agri",2018,"Agriculture survey","value","2018"
"UGA","Uganda","cen_bizz",2006,"Business/establishment census","value","2006"
"UGA","Uganda","svy_bizz",2006,"Business/establishment survey","value","2006"
"UGA","Uganda","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"UGA","Uganda","svy_labr",2021,"Labor Force Survey","value","2021"
"UKR","Ukraine","cen_popu",2001,"Population & Housing census","value","2001"
"UKR","Ukraine","svy_hlth",2012,"Health/Demographic survey","value","2012"
"UKR","Ukraine","cen_agri",,"Agriculture census","value",
"UKR","Ukraine","svy_agri",2014,"Agriculture survey","value","2014"
"UKR","Ukraine","cen_bizz",,"Business/establishment census","value",
"UKR","Ukraine","svy_bizz",2016,"Business/establishment survey","value","2016"
"UKR","Ukraine","svy_hous",2020,"Household Survey on income/consumption/etc.","value","2020"
"UKR","Ukraine","svy_labr",2021,"Labor Force Survey","value","2021"
"ARE","United Arab Emirates","cen_popu",2010,"Population & Housing census","value","2010"
"ARE","United Arab Emirates","svy_hlth",2009,"Health/Demographic survey","value","2009"
"ARE","United Arab Emirates","cen_agri",,"Agriculture census","value",
"ARE","United Arab Emirates","svy_agri",2022,"Agriculture survey","value","2022"
"ARE","United Arab Emirates","cen_bizz",,"Business/establishment census","value",
"ARE","United Arab Emirates","svy_bizz",,"Business/establishment survey","value",
"ARE","United Arab Emirates","svy_hous",2018,"Household Survey on income/consumption/etc.","value","2018"
"ARE","United Arab Emirates","svy_labr",2022,"Labor Force Survey","value","2022"
"GBR","United Kingdom","cen_popu",2021,"Population & Housing census","value","2021"
"GBR","United Kingdom","svy_hlth",2013,"Health/Demographic survey","value","2013"
"GBR","United Kingdom","cen_agri",2021,"Agriculture census","value","2021"
"GBR","United Kingdom","svy_agri",2022,"Agriculture survey","value","2022"
"GBR","United Kingdom","cen_bizz",,"Business/establishment census","value",
"GBR","United Kingdom","svy_bizz",2023,"Business/establishment survey","value","2023"
"GBR","United Kingdom","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"GBR","United Kingdom","svy_labr",2023,"Labor Force Survey","value","2023"
"USA","United States","cen_popu",2020,"Population & Housing census","value","2020"
"USA","United States","svy_hlth",2023,"Health/Demographic survey","value","2023"
"USA","United States","cen_agri",2017,"Agriculture census","value","2017"
"USA","United States","svy_agri",2023,"Agriculture survey","value","2023"
"USA","United States","cen_bizz",,"Business/establishment census","value",
"USA","United States","svy_bizz",2023,"Business/establishment survey","value","2023"
"USA","United States","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"USA","United States","svy_labr",2023,"Labor Force Survey","value","2023"
"URY","Uruguay","cen_popu",2023,"Population & Housing census","value","2023"
"URY","Uruguay","svy_hlth",2015,"Health/Demographic survey","value","2015"
"URY","Uruguay","cen_agri",2011,"Agriculture census","value","2011"
"URY","Uruguay","svy_agri",,"Agriculture survey","value",
"URY","Uruguay","cen_bizz",,"Business/establishment census","value",
"URY","Uruguay","svy_bizz",2017,"Business/establishment survey","value","2017"
"URY","Uruguay","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"URY","Uruguay","svy_labr",2023,"Labor Force Survey","value","2023"
"UZB","Uzbekistan","cen_popu",,"Population & Housing census","value",
"UZB","Uzbekistan","svy_hlth",2022,"Health/Demographic survey","value","2022"
"UZB","Uzbekistan","cen_agri",,"Agriculture census","value",
"UZB","Uzbekistan","svy_agri",2023,"Agriculture survey","value","2023"
"UZB","Uzbekistan","cen_bizz",,"Business/establishment census","value",
"UZB","Uzbekistan","svy_bizz",2023,"Business/establishment survey","value","2023"
"UZB","Uzbekistan","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"UZB","Uzbekistan","svy_labr",2020,"Labor Force Survey","value","2020"
"VUT","Vanuatu","cen_popu",2016,"Population & Housing census","value","2016"
"VUT","Vanuatu","svy_hlth",2013,"Health/Demographic survey","value","2013"
"VUT","Vanuatu","cen_agri",2007,"Agriculture census","value","2007"
"VUT","Vanuatu","svy_agri",,"Agriculture survey","value",
"VUT","Vanuatu","cen_bizz",,"Business/establishment census","value",
"VUT","Vanuatu","svy_bizz",2001,"Business/establishment survey","value","2001"
"VUT","Vanuatu","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"VUT","Vanuatu","svy_labr",,"Labor Force Survey","value",
"VEN","Venezuela","cen_popu",2021,"Population & Housing census","value","2021"
"VEN","Venezuela","svy_hlth",2003,"Health/Demographic survey","value","2003"
"VEN","Venezuela","cen_agri",2008,"Agriculture census","value","2008"
"VEN","Venezuela","svy_agri",,"Agriculture survey","value",
"VEN","Venezuela","cen_bizz",,"Business/establishment census","value",
"VEN","Venezuela","svy_bizz",,"Business/establishment survey","value",
"VEN","Venezuela","svy_hous",2006,"Household Survey on income/consumption/etc.","value","2006"
"VEN","Venezuela","svy_labr",2017,"Labor Force Survey","value","2017"
"VNM","Viet Nam","cen_popu",2019,"Population & Housing census","value","2019"
"VNM","Viet Nam","svy_hlth",2020,"Health/Demographic survey","value","2020"
"VNM","Viet Nam","cen_agri",2020,"Agriculture census","value","2020"
"VNM","Viet Nam","svy_agri",2014,"Agriculture survey","value","2014"
"VNM","Viet Nam","cen_bizz",2008,"Business/establishment census","value","2008"
"VNM","Viet Nam","svy_bizz",2016,"Business/establishment survey","value","2016"
"VNM","Viet Nam","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"VNM","Viet Nam","svy_labr",2023,"Labor Force Survey","value","2023"
"VIR","Virgin Islands","cen_popu",,"Population & Housing census","value",
"VIR","Virgin Islands","svy_hlth",,"Health/Demographic survey","value",
"VIR","Virgin Islands","cen_agri",,"Agriculture census","value",
"VIR","Virgin Islands","svy_agri",,"Agriculture survey","value",
"VIR","Virgin Islands","cen_bizz",,"Business/establishment census","value",
"VIR","Virgin Islands","svy_bizz",,"Business/establishment survey","value",
"VIR","Virgin Islands","svy_hous",,"Household Survey on income/consumption/etc.","value",
"VIR","Virgin Islands","svy_labr",,"Labor Force Survey","value",
"PSE","West Bank and Gaza","cen_popu",2017,"Population & Housing census","value","2017"
"PSE","West Bank and Gaza","svy_hlth",2019,"Health/Demographic survey","value","2019"
"PSE","West Bank and Gaza","cen_agri",2021,"Agriculture census","value","2021"
"PSE","West Bank and Gaza","svy_agri",2015,"Agriculture survey","value","2015"
"PSE","West Bank and Gaza","cen_bizz",,"Business/establishment census","value",
"PSE","West Bank and Gaza","svy_bizz",2018,"Business/establishment survey","value","2018"
"PSE","West Bank and Gaza","svy_hous",2016,"Household Survey on income/consumption/etc.","value","2016"
"PSE","West Bank and Gaza","svy_labr",2022,"Labor Force Survey","value","2022"
"YEM","Yemen","cen_popu",2004,"Population & Housing census","value","2004"
"YEM","Yemen","svy_hlth",2013,"Health/Demographic survey","value","2013"
"YEM","Yemen","cen_agri",2002,"Agriculture census","value","2002"
"YEM","Yemen","svy_agri",2021,"Agriculture survey","value","2021"
"YEM","Yemen","cen_bizz",,"Business/establishment census","value",
"YEM","Yemen","svy_bizz",2004,"Business/establishment survey","value","2004"
"YEM","Yemen","svy_hous",2014,"Household Survey on income/consumption/etc.","value","2014"
"YEM","Yemen","svy_labr",2014,"Labor Force Survey","value","2014"
"ZMB","Zambia","cen_popu",2022,"Population & Housing census","value","2022"
"ZMB","Zambia","svy_hlth",2018,"Health/Demographic survey","value","2018"
"ZMB","Zambia","cen_agri",2000,"Agriculture census","value","2000"
"ZMB","Zambia","svy_agri",2015,"Agriculture survey","value","2015"
"ZMB","Zambia","cen_bizz",,"Business/establishment census","value",
"ZMB","Zambia","svy_bizz",,"Business/establishment survey","value",
"ZMB","Zambia","svy_hous",2022,"Household Survey on income/consumption/etc.","value","2022"
"ZMB","Zambia","svy_labr",2022,"Labor Force Survey","value","2022"
"ZWE","Zimbabwe","cen_popu",2022,"Population & Housing census","value","2022"
"ZWE","Zimbabwe","svy_hlth",2019,"Health/Demographic survey","value","2019"
"ZWE","Zimbabwe","cen_agri",,"Agriculture census","value",
"ZWE","Zimbabwe","svy_agri",2022,"Agriculture survey","value","2022"
"ZWE","Zimbabwe","cen_bizz",2013,"Business/establishment census","value","2013"
"ZWE","Zimbabwe","svy_bizz",,"Business/establishment survey","value",
"ZWE","Zimbabwe","svy_hous",2019,"Household Survey on income/consumption/etc.","value","2019"
"ZWE","Zimbabwe","svy_labr",2022,"Labor Force Survey","value","2022"
